ActualText	ActualWords	FileName	PredWords	PredictedText	actual_word	deletions	hits	insertions	mer	miss_pred_word	substitutions	wer	wil	wip
তিনি অ্যাকোয়ারিস্ট নামে	['তিনি', 'অ্যাকোয়ারিস্ট', 'নামে']	00203b850e	['তিনি', 'আকোয়ারিস্টস', 'নামে']	তিনি আকোয়ারিস্টস নামে	['অ্যাকোয়ারিস্ট']	0.0	2.0	0.0	0.33	['আকোয়ারিস্টস']	1.0	0.33	0.56	0.44
বাণিজ্যে ধর্ম ঢুকেছে	['বাণিজ্যে', 'ধর্ম', 'ঢুকেছে']	0020b3d755	['পানিতে', 'ধর্ম', 'ঢুকেছে']	পানিতে ধর্ম ঢুকেছে	['বাণিজ্যে']	0.0	2.0	0.0	0.33	['পানিতে']	1.0	0.33	0.56	0.44
সে-ধরনের একটা কিছু	['সে-ধরনের', 'একটা', 'কিছু']	0020ce9acf	['সে', 'ধরণের', 'একটা', 'কিছু']	সে ধরণের একটা কিছু	['সে-ধরনের']	0.0	2.0	1.0	0.5	['সে', 'ধরণের']	1.0	0.67	0.67	0.33
সহিংস বিক্ষোভের অনেক চিহ্ন	['সহিংস', 'বিক্ষোভের', 'অনেক', 'চিহ্ন']	002141b618	['সহিংস', 'বিক্ষোভের', 'অনেক', 'চিহ্ন']	সহিংস বিক্ষোভের অনেক চিহ্ন	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
নতুন হাসপাতালটা	['নতুন', 'হাসপাতালটা']	0021afb685	['নতুন', 'হাসপাতাল']	নতুন হাসপাতাল	['হাসপাতালটা']	0.0	1.0	0.0	0.5	['হাসপাতাল']	1.0	0.5	0.75	0.25
চালানটি পাওয়া যায়	['চালানটি', 'পাওয়া', 'যায়']	0022399e6d	['সালান্টি', 'পাওয়া', 'যায়']	সালান্টি পাওয়া যায়	['চালানটি']	0.0	2.0	0.0	0.33	['সালান্টি']	1.0	0.33	0.56	0.44
থানায় মামলা করেছিলেন	['থানায়', 'মামলা', 'করেছিলেন']	002261ad52	['থানায়', 'মামলা', 'করেছিলেন']	থানায় মামলা করেছিলেন	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মোট দশটি খেলা খেলেছে বাংলাদেশ	['মোট', 'দশটি', 'খেলা', 'খেলেছে', 'বাংলাদেশ']	0022ad589c	['মোট', 'দশটি', 'খেলা', 'খেলেছে', 'বাংলাদেশ']	মোট দশটি খেলা খেলেছে বাংলাদেশ	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
শুরু হয় বিয়ে পড়ানো	['শুরু', 'হয়', 'বিয়ে', 'পড়ানো']	00232be503	['শুরু', 'হয়', 'বিয়ে', 'পড়ানো']	শুরু হয় বিয়ে পড়ানো	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
দগ্ধ একজন যাত্রী	['দগ্ধ', 'একজন', 'যাত্রী']	0023d2aed8	['দগদা', 'একজন', 'যাত্রী']	দগদা একজন যাত্রী	['দগ্ধ']	0.0	2.0	0.0	0.33	['দগদা']	1.0	0.33	0.56	0.44
ছেলেটি আমাকে ছেড়ে চলে যায়	['ছেলেটি', 'আমাকে', 'ছেড়ে', 'চলে', 'যায়']	00243e8222	['একটা', 'ছেলেটি', 'আমাকে', 'ছেড়ে', 'চলে', 'যায়']	একটা ছেলেটি আমাকে ছেড়ে চলে যায়	[]	0.0	5.0	1.0	0.17	['একটা']	0.0	0.2	0.17	0.83
মিঠাইগুলো আঙিনায় পড়তে	['মিঠাইগুলো', 'আঙিনায়', 'পড়তে']	0024cedb4a	['মিঠাই', 'গুলো', 'আঙ্গিনায়', 'পড়তে']	মিঠাই গুলো আঙ্গিনায় পড়তে	['আঙিনায়', 'মিঠাইগুলো']	0.0	1.0	1.0	0.75	['মিঠাই', 'আঙ্গিনায়', 'গুলো']	2.0	1.0	0.92	0.08
গতকাল সকালে ছিল মুষলধারে বৃষ্টি	['গতকাল', 'সকালে', 'ছিল', 'মুষলধারে', 'বৃষ্টি']	0024eee6dc	['গতকাল', 'সকাল', 'ছিল', 'মুষলধারে', 'বৃষ্টি']	গতকাল সকাল ছিল মুষলধারে বৃষ্টি	['সকালে']	0.0	4.0	0.0	0.2	['সকাল']	1.0	0.2	0.36	0.64
মিছিলটি ঢাকা-গাজীপুর সড়কে পেীঁছলে	['মিছিলটি', 'ঢাকা-গাজীপুর', 'সড়কে', 'পেীঁছলে']	0025ef0740	['মিছিলটি', 'ঢাকা', 'গাজীপুর', 'সড়কে', 'পৌঁছলে']	মিছিলটি ঢাকা গাজীপুর সড়কে পৌঁছলে	['পেীঁছলে', 'ঢাকা-গাজীপুর']	0.0	2.0	1.0	0.6	['গাজীপুর', 'ঢাকা', 'পৌঁছলে']	2.0	0.75	0.8	0.2
বাস্তবায়ন করতেই	['বাস্তবায়ন', 'করতেই']	002619ac0d	['বাস্তবায়ন', 'করতেই']	বাস্তবায়ন করতেই	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সঙ্কীর্ণ পথে চলিতেছিল	['সঙ্কীর্ণ', 'পথে', 'চলিতেছিল']	002648db9d	['সংকীর্ণ', 'পথে', 'চলিতে', 'ছিল']	সংকীর্ণ পথে চলিতে ছিল	['চলিতেছিল', 'সঙ্কীর্ণ']	0.0	1.0	1.0	0.75	['চলিতে', 'ছিল', 'সংকীর্ণ']	2.0	1.0	0.92	0.08
বাংলা মোটর থেকে মৎস্য ভবন পর্যন্ত	['বাংলা', 'মোটর', 'থেকে', 'মৎস্য', 'ভবন', 'পর্যন্ত']	0026972ff8	['বাংলামোটর', 'থেকে', 'মদসহ', 'পর্যন্ত']	বাংলামোটর থেকে মদসহ পর্যন্ত	['মৎস্য', 'ভবন', 'মোটর', 'বাংলা']	2.0	2.0	0.0	0.67	['বাংলামোটর', 'মদসহ']	2.0	0.67	0.83	0.17
জানতে চাইলেন	['জানতে', 'চাইলেন']	0026c78e27	['জানতে', 'চাইলেন']	জানতে চাইলেন	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সান্ধ্য কোর্স চালু করার	['সান্ধ্য', 'কোর্স', 'চালু', 'করার']	0026ceb885	['সান্ধ্য', 'কোর্স', 'চালু', 'করার']	সান্ধ্য কোর্স চালু করার	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ভবানীপুর হাসপাতালে	['ভবানীপুর', 'হাসপাতালে']	00275797b0	['ভবানীপুর', 'হাসপাতালে']	ভবানীপুর হাসপাতালে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
তিনি যা করেছেন	['তিনি', 'যা', 'করেছেন']	00291bb8a0	['তিনি', 'যা', 'করেছেন']	তিনি যা করেছেন	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বাসটি কিছুদূর যাওয়ার পর	['বাসটি', 'কিছুদূর', 'যাওয়ার', 'পর']	00293e356f	['বাসটি', 'কিছুদূর', 'যাওয়ার', 'পর']	বাসটি কিছুদূর যাওয়ার পর	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
প্রাচীন ইতিহাস	['প্রাচীন', 'ইতিহাস']	00297c46ca	['প্রাচীন', 'ইতিহাস']	প্রাচীন ইতিহাস	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এক বছরে ২ হাজার কোটি টাকা	['এক', 'বছরে', '২', 'হাজার', 'কোটি', 'টাকা']	00299fec69	['এক', 'বছরে', '2', 'হাজার', 'কোটি', 'টাকা']	এক বছরে 2 হাজার কোটি টাকা	['২']	0.0	5.0	0.0	0.17	['2']	1.0	0.17	0.31	0.69
আমরা ধীরে ধীরে সব খোয়াইলাম	['আমরা', 'ধীরে', 'ধীরে', 'সব', 'খোয়াইলাম']	0029c08f39	['আমরা', 'ধীরে', 'ধীরে', 'সব', 'খেলাম']	আমরা ধীরে ধীরে সব খেলাম	['খোয়াইলাম']	0.0	4.0	0.0	0.2	['খেলাম']	1.0	0.2	0.36	0.64
জেনারেটর সরবরাহ করেছে	['জেনারেটর', 'সরবরাহ', 'করেছে']	0029d50ffa	['জেনারেটর', 'সরবরাহ', 'করেছে']	জেনারেটর সরবরাহ করেছে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
প্রার্থীর নিরাপত্তা	['প্রার্থীর', 'নিরাপত্তা']	0029f8d64a	['প্রার্থী', 'নিরাপত্তা']	প্রার্থী নিরাপত্তা	['প্রার্থীর']	0.0	1.0	0.0	0.5	['প্রার্থী']	1.0	0.5	0.75	0.25
এই ভবনে ওয়ার্ল্ড সার্ভিস	['এই', 'ভবনে', 'ওয়ার্ল্ড', 'সার্ভিস']	002a156bec	['এই', 'ভবনে', 'ওয়ার্ল্ড', 'সার্ভিস']	এই ভবনে ওয়ার্ল্ড সার্ভিস	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
নইলে হয়ত	['নইলে', 'হয়ত']	002a255b32	['নইলে', 'হয়তো']	নইলে হয়তো	['হয়ত']	0.0	1.0	0.0	0.5	['হয়তো']	1.0	0.5	0.75	0.25
২০০৫ সাল থেকে তিনি	['২০০৫', 'সাল', 'থেকে', 'তিনি']	002a27ea9a	['2005', 'সাল', 'থেকে', 'তিনি']	2005 সাল থেকে তিনি	['২০০৫']	0.0	3.0	0.0	0.25	['2005']	1.0	0.25	0.44	0.56
বুধবার সন্ধ্যা ৬টায় শেষ হয়	['বুধবার', 'সন্ধ্যা', '৬টায়', 'শেষ', 'হয়']	002ad7b2b0	['বুধবার', 'সন্ধ্যা', '6', 'টায়', 'শেষ', 'হয়']	বুধবার সন্ধ্যা 6 টায় শেষ হয়	['৬টায়']	0.0	4.0	1.0	0.33	['টায়', '6']	1.0	0.4	0.47	0.53
৬৪ জন জেলা শিক্ষা অফিসার	['৬৪', 'জন', 'জেলা', 'শিক্ষা', 'অফিসার']	002b3e4783	['64', 'জন', 'জেলা', 'শিক্ষা', 'অফিসার']	64 জন জেলা শিক্ষা অফিসার	['৬৪']	0.0	4.0	0.0	0.2	['64']	1.0	0.2	0.36	0.64
একটা নির্দলীয়	['একটা', 'নির্দলীয়']	002b70b194	['একটা', 'নির্দলীয়']	একটা নির্দলীয়	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
হয়ত অন্যরকম মাটি পাওয়া যায়	['হয়ত', 'অন্যরকম', 'মাটি', 'পাওয়া', 'যায়']	002ba897d0	['হয়তো', 'অন্যরকম', 'মাটি', 'পাওয়া', 'যায়']	হয়তো অন্যরকম মাটি পাওয়া যায়	['হয়ত']	0.0	4.0	0.0	0.2	['হয়তো']	1.0	0.2	0.36	0.64
আজই কোন এক সময়	['আজই', 'কোন', 'এক', 'সময়']	002bb58eca	['আজি', 'কোন', 'এক', 'সময়']	আজি কোন এক সময়	['আজই']	0.0	3.0	0.0	0.25	['আজি']	1.0	0.25	0.44	0.56
গুরুত্বপূর্ণ ভূমিকা পালন করেন	['গুরুত্বপূর্ণ', 'ভূমিকা', 'পালন', 'করেন']	002c1fb537	['গুরুত্বপূর্ণ', 'ভূমিকা', 'পালন', 'করেন']	গুরুত্বপূর্ণ ভূমিকা পালন করেন	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আর কংগ্রেস এগিয়ে আছে	['আর', 'কংগ্রেস', 'এগিয়ে', 'আছে']	002c5a2ebc	['আর', 'কংগ্রেস', 'এগিয়ে', 'আছে']	আর কংগ্রেস এগিয়ে আছে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এরশাদ শিকদার	['এরশাদ', 'শিকদার']	002c6d5cd7	['এরশাদ', 'শিকদার']	এরশাদ শিকদার	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
হাজার হাজার	['হাজার', 'হাজার']	002c730f94	['হাজার', 'হাজার']	হাজার হাজার	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
১৮৭৫ থেকে ১৯০৪	['১৮৭৫', 'থেকে', '১৯০৪']	002c8e148e	['আধার', '875', 'থেকে', 'হাজার', '904']	আধার 875 থেকে হাজার 904	['১৯০৪', '১৮৭৫']	0.0	1.0	2.0	0.8	['আধার', 'হাজার', '875', '904']	2.0	1.33	0.93	0.07
গৌরবের বীরের	['গৌরবের', 'বীরের']	002d3d9914	['গৌরবের', 'বিদেশ']	গৌরবের বিদেশ	['বীরের']	0.0	1.0	0.0	0.5	['বিদেশ']	1.0	0.5	0.75	0.25
শিক্ষকরা প্রশাসনিক ভবনের সামনে	['শিক্ষকরা', 'প্রশাসনিক', 'ভবনের', 'সামনে']	002d56ccd9	['শিক্ষকরা', 'প্রশাসনিক', 'ভবনের', 'সামনে']	শিক্ষকরা প্রশাসনিক ভবনের সামনে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আঁতকে উঠে পড়বে	['আঁতকে', 'উঠে', 'পড়বে']	002dc1b95b	['আঁতকে', 'উঠে', 'পরবে']	আঁতকে উঠে পরবে	['পড়বে']	0.0	2.0	0.0	0.33	['পরবে']	1.0	0.33	0.56	0.44
প্রতিমাসে পাখি বিক্রি করে	['প্রতিমাসে', 'পাখি', 'বিক্রি', 'করে']	002e0e1af2	['প্রতিমাসে', 'পাখি', 'বিক্রি', 'করে']	প্রতিমাসে পাখি বিক্রি করে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
